1kp_index_id,Species,Description,Order
BOGT,Mallomonas_sp.,Outgroup,Chrysophyta
DBYD,Synura_petersenii,Outgroup,Chrysophyta
VKVG,Synura_sp.,Outgroup,Chrysophyta
BAJW,Isochrysis_sp.,Outgroup,Haptophyceae
EBWI,Rebecca_salina,Outgroup,Haptophyceae
LLEN,Pavlova_lutheri,Outgroup,Haptophyceae
LXRN,Prymnesium_parvum,Outgroup,Haptophyceae
NMAK,Pavlova_lutheri,Outgroup,Haptophyceae
RFAD,Pavlova_lutheri,Outgroup,Haptophyceae
VJED,Pavlova_lutheri,Outgroup,Haptophyceae
APTP,Ishige_okamurae,Outgroup,Outgroup
ASZK,Punctaria_latifolia,Outgroup,Outgroup
BAKF,Cryptomonas_curvata,Outgroup,Outgroup
FIDQ,Undaria_pinnatifida,Outgroup,Outgroup
FIKG,Sargassum_henslowianum,Outgroup,Outgroup
FOMH,Sargassum_integerrimum,Outgroup,Outgroup
FSQE,Desmarestia_viridis,Outgroup,Outgroup
HFIK,Sargassum_vachellianum,Outgroup,Outgroup
IAYV,Rhodomonas_sp.,Outgroup,Outgroup
IRZA,Proteomonas_sulcata,Outgroup,Outgroup
JCXF,Scytosiphon_lomentaria,Outgroup,Outgroup
JGGD,Sargassum_muticum,Outgroup,Outgroup
LDRY,Sargassum_fusiforme,Outgroup,Outgroup
LIRF,Dictyopteris_undulata,Outgroup,Outgroup
QLMZ,Colpomenia_sinuosa,Outgroup,Outgroup
RAPY,Saccharina_sculpera,Outgroup,Outgroup
ROZZ,Chroomonas_sp.,Outgroup,Outgroup
RWXW,Sargassum_horneri,Outgroup,Outgroup
SRSQ,Saccharina_japonica,Outgroup,Outgroup
ULXR,Scytosiphon_dotyi,Outgroup,Outgroup
VRGZ,Petalonia_fascia,Outgroup,Outgroup
VYER,Sargassum_hemiphyllum,Outgroup,Outgroup
YRMA,Sargassum_thunbergii,Outgroup,Outgroup
ANON,Leiosporoceros_dussii,Hornworts,Anthocerotales
BSNI,Anthoceros_agrestis,Hornworts,Anthocerotales
DXOU,Nothoceros_aenigmaticus,Hornworts,Anthocerotales
FAJB,Paraphymatoceros_hallii,Hornworts,Anthocerotales
TCBC,Nothoceros_vincentianus,Hornworts,Anthocerotales
TWUW,Anthoceros_agrestis,Hornworts,Anthocerotales
WCZB,Phaeoceros_carolinianus,Hornworts,Anthocerotales
WEEQ,Phaeoceros_carolinianus,Hornworts,Anthocerotales
AKXB,Phaeomegaceros_coriaceus,Hornworts,Dendrocerotales
UCRN,Megaceros_flagellaris,Hornworts,Dendrocerotales
Phypa_v3.0,Physcomitrella_patens,Bryophytes,Funariales
WOGB,Andreaea_rupestris,Bryophytes,Andreaeales
ORKS,Philonotis_fontana,Bryophytes,Bartramiales
BGXB,Plagiomnium_insigne,Bryophytes,Bryales
JMXW,Bryum_argenteum,Bryophytes,Bryales
XWHK,Rosulabryum_cf._capillare,Bryophytes,Bryales
AWOI,Diphyscium_foliosum,Bryophytes,Diphysciales
HRWG,Buxbaumia_aphylla,Bryophytes,Buxbaumiales
FFPD,Ceratodon_purpureus,Bryophytes,Dicranales
NGTD,Dicranum_scoparium,Bryophytes,Dicranales
RGKI,Leucobryum_glaucum,Bryophytes,Dicranales
VMXJ,Leucobryum_albidum,Bryophytes,Dicranales
KEFD,Encalypta_streptocarpa,Bryophytes,Encalyptales
YEPO,Physcomitrium_sp.,Bryophytes,Funariales
ABCD,Racomitrium_elongatum,Bryophytes,Grimmiales
BPSG,Scouleria_aquatica,Bryophytes,Grimmiales
RDOO,Racomitrium_varium,Bryophytes,Grimmiales
YWNF,Hedwigia_ciliata,Bryophytes,Hedwigiales
DHWX,Fontinalis_antipyretica,Bryophytes,Hypnales
EEMJ,Thuidium_delicatulum,Bryophytes,Hypnales
IGUH,Leucodon_julaceus,Bryophytes,Hypnales
JADL,Rhynchostegium_serrulatum,Bryophytes,Hypnales
LNSF,Stereodon_subimponens,Bryophytes,Hypnales
MIRS,Climacium_dendroides,Bryophytes,Hypnales
QKQO,Pseudotaxiphyllum_elegans,Bryophytes,Hypnales
QMWB,Anomodon_attenuatus,Bryophytes,Hypnales
TAVP,Calliergon_cordifolium,Bryophytes,Hypnales
TMAJ,Neckera_douglasii,Bryophytes,Hypnales
VBMM,Claopodium_rostratum,Bryophytes,Hypnales
WSPM,Loeskeobryum_brevirostre,Bryophytes,Hypnales
ZACW,Leucodon_brachypus,Bryophytes,Hypnales
SZYG,Polytrichum_commune,Bryophytes,Polytrichales
ZTHV,Atrichum_angustatum,Bryophytes,Polytrichales
GRKU,Syntrichia_princeps,Bryophytes,Pottiales
CMEQ,Orthotrichum_lyellii,Bryophytes,Orthotrichales
WNGH,Aulacomnium_heterostichum,Bryophytes,Rhizogoniales
GOWD,Sphagnum_lescurii,Bryophytes,Sphagnales
RCBT,Sphagnum_palustre,Bryophytes,Sphagnales
UHLI,Sphagnum_recurvum,Bryophytes,Sphagnales
SKQD,Takakia_lepidozioides,Bryophytes,Takakiales
HVBQ,Tetraphis_pellucida,Bryophytes,Tetraphidales
ZQRI,Timmia_austriaca,Bryophytes,Timmiales
IRBN,Scapania_nemorosa,Liverworts,Jungermanniales
LGOW,Schistochila_sp.,Liverworts,Jungermanniales
OFTV,Barbilophozia_barbata,Liverworts,Jungermanniales
RTMU,Calypogeia_fissa,Liverworts,Jungermanniales
WZYK,Bazzania_trilobata,Liverworts,Jungermanniales
YBQN,Odontoschisma_prostratum,Liverworts,Jungermanniales
TXVB,Lunularia_cruciata,Liverworts,Lunulariales
HMHL,Marchantia_paleacea,Liverworts,Marchantiales
ILBQ,Conocephalum_conicum,Liverworts,Marchantiales
JPYU,Marchantia_polymorpha,Liverworts,Marchantiales
TFYI,Marchantia_emarginata,Liverworts,Marchantiales
WJLO,Ricciocarpos_natans,Liverworts,Marchantiales
NRWZ,Metzgeria_crassipilis,Liverworts,Metzgeriales
YFGP,Pallavicinia_lyellii,Liverworts,Pallaviciniales
JHFI,Pellia_neesiana,Liverworts,Pelliales
PIUF,Pellia_cf._epiphylla,Liverworts,Pelliales
BNCU,Radula_lindenbergiana,Liverworts,Porellales
KRUQ,Porella_navicularis,Liverworts,Porellales
TGKW,Frullania_sp.,Liverworts,Porellales
UUHD,Porella_pinnata,Liverworts,Porellales
HPXA,Ptilidium_pulcherrimum,Liverworts,Ptilidiales
HERT,Sphaerocarpos_texanus,Liverworts,Sphaerocarpos_texanus
PKOX,Isoetes_tegetiformans,Lycophytes,Isoetales
PYHZ,Isoetes_sp.,Lycophytes,Isoetales
CBAE,Huperzia_myrsinites,Lycophytes,Lycopodiales
ENQF,Lycopodium_annotinum,Lycophytes,Lycopodiales
GAON,Huperzia_squarrosa,Lycophytes,Lycopodiales
GKAG,Huperzia_lucidula,Lycophytes,Lycopodiales
PQTO,Lycopodium_deuterodensum,Lycophytes,Lycopodiales
ULKT,Lycopodiella_appressa,Lycophytes,Lycopodiales
UPMJ,Pseudolycopodiella_caroliniana,Lycophytes,Lycopodiales
WAFT,Diphasiastrum_digitatum,Lycophytes,Lycopodiales
XNXF,Dendrolycopodium_obscurum,Lycophytes,Lycopodiales
YHZW,Huperzia_selago,Lycophytes,Lycopodiales
ZZEI,Phylloglossum_drummondii,Lycophytes,Lycopodiales
ABIJ,Selaginella_cf._pallescens,Lycophytes,Selaginellales
JKAA,Selaginella_wallacei,Lycophytes,Selaginellales
KJYC,Selaginella_willdenowii,Lycophytes,Selaginellales
KUXM,Selaginella_selaginoides,Lycophytes,Selaginellales
LGDQ,Selaginella_apoda,Lycophytes,Selaginellales
ZFGK,Selaginella_kraussiana,Lycophytes,Selaginellales
ZYCD,Selaginella_acanthonota,Lycophytes,Selaginellales
ZZOL,Selaginella_moellendorffii,Lycophytes,Selaginellales
Selmo_v1.0,Selaginella_moellendorffii,Lycophytes,Selaginellales
CAPN,Equisetum_diffusum,Equisetales,Equisetales
JVSZ,Equisetum_hyemale,Equisetales,Equisetales
DFHO,Danaea_nodosa,Marattiales,Marattiales
NHCM,Angiopteris_evecta,Marattiales,Marattiales
UGNK,Marattia_attenuata,Marattiales,Marattiales
BEGM,Botrypus_virginianus,Ophioglossales,Ophioglossales
DJSE,Ophioglossum_petiolatum,Ophioglossales,Ophioglossales
EEAQ,Sceptridium_dissectum,Ophioglossales,Ophioglossales
ALVQ,Tmesipteris_parva,Psilotales,Psilotales
QVMR,Psilotum_nudum,Psilotales,Psilotales
EWXK,Thyrsopteris_elegans,LeptosporangiateFerns,Cyatheales
GANB,Alsophila_pinulosa,LeptosporangiateFerns,Cyatheales
PNZO,Culcita_macrocarpa,LeptosporangiateFerns,Cyatheales
UWOD,Plagiogyria_japonica,LeptosporangiateFerns,Cyatheales
MEKP,Dipteris_conjugata,LeptosporangiateFerns,Gleicheniales
QIAD,Hymenophyllum_bivalve,LeptosporangiateFerns,Hymenophyllales
RFMZ,Osmundastrum_cinnamomeum,LeptosporangiateFerns,Osmundales
UOMY,Osmunda_sp.,LeptosporangiateFerns,Osmundales
VIBO,Osmunda_javanica,LeptosporangiateFerns,Osmundales
AFPO,Athyrium_sp.,LeptosporangiateFerns,Polypodiales
BMIF,Asplenium_cf._x_lucrosum,LeptosporangiateFerns,Polypodiales
BMJR,Adiantum_raddianum,LeptosporangiateFerns,Polypodiales
CJNT,Polypodium_glycyrrhiza,LeptosporangiateFerns,Polypodiales
DCDT,Gaga_arizonica,LeptosporangiateFerns,Polypodiales
FCHS,Deparia_lobato-crenata,LeptosporangiateFerns,Polypodiales
FLTD,Pteris_ensiformis,LeptosporangiateFerns,Polypodiales
FQGQ,Polystichum_acrostichoides,LeptosporangiateFerns,Polypodiales
GSXD,Myriopteris_rufa,LeptosporangiateFerns,Polypodiales
GYFU,Polypodium_hesperium,LeptosporangiateFerns,Polypodiales
HEGQ,Gymnocarpium_dryopteris,LeptosporangiateFerns,Polypodiales
HNDZ,Cystopteris_utahensis,LeptosporangiateFerns,Polypodiales
HTFH,Onoclea_sensibilis,LeptosporangiateFerns,Polypodiales
IXLH,Polypodium_hesperium,LeptosporangiateFerns,Polypodiales
JBLI,Bolbitis_repanda,LeptosporangiateFerns,Polypodiales
KJZG,Asplenium_platyneuron,LeptosporangiateFerns,Polypodiales
LHLE,Cystopteris_fragilis,LeptosporangiateFerns,Polypodiales
MROH,Thelypteris_acuminata,LeptosporangiateFerns,Polypodiales
MTGC,Dennstaedtia_davallioides,LeptosporangiateFerns,Polypodiales
NDUV,Vittaria_appalachiana,LeptosporangiateFerns,Polypodiales
NOKI,Lindsaea_linearis,LeptosporangiateFerns,Polypodiales
NWWI,Nephrolepis_exaltata,LeptosporangiateFerns,Polypodiales
OCZL,Homalosorus_pycnocarpos,LeptosporangiateFerns,Polypodiales
OQWW,Davallia_fejeensis,LeptosporangiateFerns,Polypodiales
ORJE,Phymatosorus_grossus,LeptosporangiateFerns,Polypodiales
PIVW,Ceratopteris_thalictroides,LeptosporangiateFerns,Polypodiales
POPJ,Pteris_vittata,LeptosporangiateFerns,Polypodiales
PSKY,Asplenium_nidus,LeptosporangiateFerns,Polypodiales
RFRB,Didymochlaena_truncatula,LeptosporangiateFerns,Polypodiales
RICC,Cystopteris_reevesiana,LeptosporangiateFerns,Polypodiales
SKYV,Vittaria_lineata,LeptosporangiateFerns,Polypodiales
UFJN,Diplazium_wichurae,LeptosporangiateFerns,Polypodiales
UJTT,Pityrogramma_trifoliata,LeptosporangiateFerns,Polypodiales
UJWU,Pleopeltis_polypodioides,LeptosporangiateFerns,Polypodiales
URCP,Athyrium_filix-femina,LeptosporangiateFerns,Polypodiales
VITX,Athyrium_spicant,LeptosporangiateFerns,Polypodiales
VVRN,Lonchitis_hirsuta,LeptosporangiateFerns,Polypodiales
WCLG,Adiantum_aleuticum,LeptosporangiateFerns,Polypodiales
WGTU,Leucostegia_immersa,LeptosporangiateFerns,Polypodiales
WQML,Cryptogramma_acrostichoides,LeptosporangiateFerns,Polypodiales
XDDT,Argyrochosma_nivea,LeptosporangiateFerns,Polypodiales
XXHP,Cystopteris_fragilis,LeptosporangiateFerns,Polypodiales
YCKE,Notholaena_montieliae,LeptosporangiateFerns,Polypodiales
YIXP,Lindsaea_microphylla,LeptosporangiateFerns,Polypodiales
YJJY,Woodsia_scopulina,LeptosporangiateFerns,Polypodiales
YLJA,Polypodium_amorphum,LeptosporangiateFerns,Polypodiales
YOWV,Cystopteris_protrusa,LeptosporangiateFerns,Polypodiales
YQEC,Woodsia_ilvensis,LeptosporangiateFerns,Polypodiales
ZQYU,Phlebodium_pseudoaureum,LeptosporangiateFerns,Polypodiales
ZXJO,Parahemionitis_cordata,LeptosporangiateFerns,Polypodiales
CVEG,Azolla_cf._caroliniana,LeptosporangiateFerns,Salviniales
KIIX,Pilularia_globulifera,LeptosporangiateFerns,Salviniales
CQPW,Anemia_tomentosa,LeptosporangiateFerns,Schizaeales
PBUU,Lygodium_japonicum,LeptosporangiateFerns,Schizaeales
GNQG,Encephalartos_barteri,Acrogymnospermae,Cycadales
KAWQ,Stangeria_eriopus,Acrogymnospermae,Cycadales
WLIC,Dioon_edule,Acrogymnospermae,Cycadales
XZUY,Cycas_micholitzii,Acrogymnospermae,Cycadales
SGTW,Ginkgo_biloba,Acrogymnospermae,Ginkgoales
GTHK,Gnetum_montanum,Acrogymnospermae,Gnetales
TOXE,Welwitschia_mirabilis,Acrogymnospermae,Gnetales
VDAO,Ephedra_sinica,Acrogymnospermae,Gnetales
ACWS,Araucaria_sp.,Acrogymnospermae,Pinales
AIGO,Chamaecyparis_lawsoniana,Acrogymnospermae,Pinales
AQFM,Pseudolarix_amabilis,Acrogymnospermae,Pinales
AREG,Nothotsuga_longibracteata,Acrogymnospermae,Pinales
AUDE,Widdringtonia_cedarbergensis,Acrogymnospermae,Pinales
AWQB,Picea_engelmannii,Acrogymnospermae,Pinales
BBDD,Microstrobos_fitzgeraldii,Acrogymnospermae,Pinales
BTTS,Austrotaxus_spicata,Acrogymnospermae,Pinales
BUWV,Platycladus_orientalis,Acrogymnospermae,Pinales
CDFR,Manoao_colensoi,Acrogymnospermae,Pinales
CGDN,Tetraclinis_sp.,Acrogymnospermae,Pinales
DZQM,Pinus_radiata,Acrogymnospermae,Pinales
EFMS,Torreya_taxifolia,Acrogymnospermae,Pinales
EGLZ,Prumnopitys_andina,Acrogymnospermae,Pinales
ETCJ,Pilgerodendron_uviferum,Acrogymnospermae,Pinales
FHST,Taxodium_distichum,Acrogymnospermae,Pinales
FMWZ,Dacrycarpus_compactus,Acrogymnospermae,Pinales
FRPM,Calocedrus_decurrens,Acrogymnospermae,Pinales
GAMH,Tsuga_heterophylla,Acrogymnospermae,Pinales
GGEA,Cedrus_libani,Acrogymnospermae,Pinales
GKCZ,Diselma_archeri,Acrogymnospermae,Pinales
GMHZ,Cryptomeria_japonica,Acrogymnospermae,Pinales
HBGV,Sequoia_sempervirens,Acrogymnospermae,Pinales
HILW,Acmopyle_pancheri,Acrogymnospermae,Pinales
HQOM,Torreya_nucifera,Acrogymnospermae,Pinales
IAJW,Amentotaxus_argotaenia,Acrogymnospermae,Pinales
IFLI,Callitris_gracilis,Acrogymnospermae,Pinales
IIOL,Pinus_parviflora,Acrogymnospermae,Pinales
IOVS,Pseudotsuga_wilsoniana,Acrogymnospermae,Pinales
IZGN,Dacrydium_balansae,Acrogymnospermae,Pinales
JBND,Pinus_ponderosa,Acrogymnospermae,Pinales
JDQB,Neocallitropsis_pancheri,Acrogymnospermae,Pinales
JRNA,Phyllocladus_hypophyllus,Acrogymnospermae,Pinales
JUWL,Keteleeria_evelyniana,Acrogymnospermae,Pinales
JZVE,Parasitaxus_usta,Acrogymnospermae,Pinales
KLGF,Sundacarpus_amarus,Acrogymnospermae,Pinales
MFTM,Pinus_jeffreyi,Acrogymnospermae,Pinales
MHGD,Microcachrys_tetragona,Acrogymnospermae,Pinales
MIXZ,Agathis_robusta,Acrogymnospermae,Pinales
NKIN,Thujopsis_dolabrata,Acrogymnospermae,Pinales
NPRL,Cathaya_argyrophylla,Acrogymnospermae,Pinales
NRXL,Metasequoia_glyptostroboides,Acrogymnospermae,Pinales
NVGZ,Cephalotaxus_harringtonia,Acrogymnospermae,Pinales
OVIJ,Papuacedrus_papuana,Acrogymnospermae,Pinales
OWFC,Halocarpus_bidwillii,Acrogymnospermae,Pinales
OXGJ,Glyptostrobus_pensilis,Acrogymnospermae,Pinales
QCGM,Saxegothaea_conspicua,Acrogymnospermae,Pinales
QFAE,Sequoiadendron_giganteum,Acrogymnospermae,Pinales
QHBI,Falcatifolium_taxoides,Acrogymnospermae,Pinales
QNGJ,Cupressus_dupreziana,Acrogymnospermae,Pinales
QSNJ,Taiwania_cryptomerioides,Acrogymnospermae,Pinales
RMMV,Callitris_macleayana,Acrogymnospermae,Pinales
ROWR,Falcatifolium_taxoides,Acrogymnospermae,Pinales
RSCE,Wollemia_nobilis,Acrogymnospermae,Pinales
SCEB,Podocarpus_coriaceus,Acrogymnospermae,Pinales
UEVI,Fokienia_hodginsii,Acrogymnospermae,Pinales
UUJS,Nageia_nagi,Acrogymnospermae,Pinales
VFYZ,Thuja_plicata,Acrogymnospermae,Pinales
VGSX,Retrophyllum_minus,Acrogymnospermae,Pinales
VSRH,Abies_lasiocarpa,Acrogymnospermae,Pinales
WVWN,Larix_speciosa,Acrogymnospermae,Pinales
WWSS,Taxus_baccata,Acrogymnospermae,Pinales
XIRK,Athrotaxis_cupressoides,Acrogymnospermae,Pinales
XLGK,Podocarpus_rubens,Acrogymnospermae,Pinales
XMGP,Juniperus_scopulorum,Acrogymnospermae,Pinales
XQSG,Microbiota_decussata,Acrogymnospermae,Pinales
XTZO,Araucaria_rulei,Acrogymnospermae,Pinales
YFZK,Sciadopitys_verticillata,Acrogymnospermae,Pinales
YLPM,Pseudotaxus_chienii,Acrogymnospermae,Pinales
YYPE,Austrocedrus_chilensis,Acrogymnospermae,Pinales
ZQVF,Cunninghamia_lanceolata,Acrogymnospermae,Pinales
ZQWM,Lagarostrobos_franklinii,Acrogymnospermae,Pinales
ZYAX,Taxus_cuspidata,Acrogymnospermae,Pinales
Pinta_v2.0,Pinus_taeda,Acrogymnospermae,Pinales
Ambtr_v1.0.27,Amborella_trichopoda,Basal_angiosperms,Amborellales
URDJ,Amborella_trichopoda,Basal_angiosperms,Amborellales
FZJL,Austrobaileya_scandens,Basal_angiosperms,Austrobaileyales
NWMY,Kadsura_heteroclita,Basal_angiosperms,Austrobaileyales
VZCI,Illicium_floridanum,Basal_angiosperms,Austrobaileyales
PZRT,Nymphaea_sp.,Basal_angiosperms,Nymphaeales
WTKZ,Nuphar_advena,Basal_angiosperms,Nymphaeales
NPND,Ceratophyllum_demersum,Ceratophyllales,Ceratophyllales
MTII,Acorus_americanus,Liliopsida,Acorales
Spipo_v2,Spirodela_polyrhiza,Liliopsida,Alismatales
BYQM,Posidonia_australis,Liliopsida,Alismatales
COCP,Triglochin_maritima,Liliopsida,Alismatales
DWZT,Sagittaria_latifolia,Liliopsida,Alismatales
MFIN,Pistia_stratiotes,Liliopsida,Alismatales
YMES,Typhonium_blumei,Liliopsida,Alismatales
BLAJ,Hemerocallis_spp.,Liliopsida,Asparagales
CMCY,Hesperaloe_parviflora,Liliopsida,Asparagales
CNTZ,Oncidium_sphacelatum,Liliopsida,Asparagales
DMIN,Phycella_aff._cyrtanthoides,Liliopsida,Asparagales
DPFW,Zephyranthes_treatiae,Liliopsida,Asparagales
EMJJ,Borya_sphaerocephala,Liliopsida,Asparagales
FCEL,Phormium_tenax,Liliopsida,Asparagales
FGRF,Asparagus_densiflorus,Liliopsida,Asparagales
GJPF,Allium_sativum,Liliopsida,Asparagales
HOKG,Nolina_atopocarpa,Liliopsida,Asparagales
ICNN,Yucca_filamentosa,Liliopsida,Asparagales
IXEM,Brodiaea_sierrae,Liliopsida,Asparagales
JDTY,Rhodophiala_pratensis,Liliopsida,Asparagales
JHUL,Hemerocallis_sp.,Liliopsida,Asparagales
JSAG,Masdevallia_yuangensis,Liliopsida,Asparagales
JVBR,Aloe_vera,Liliopsida,Asparagales
KBXS,Allium_commutatum,Liliopsida,Asparagales
KOFB,Urginea_maritima,Liliopsida,Asparagales
KXSK,Agave_tequilana,Liliopsida,Asparagales
KYNE,Cyanella_orchidiformis,Liliopsida,Asparagales
LDME,Amaryllis_belladonna,Liliopsida,Asparagales
LELS,Haemaria_discolor,Liliopsida,Asparagales
LSJW,Ruscus_sp.,Liliopsida,Asparagales
LTZF,Sisyrinchium_angustifolium,Liliopsida,Asparagales
MTHW,Platanthera_clavellata,Liliopsida,Asparagales
MUMD,Lomandra_longifolia,Liliopsida,Asparagales
MVRF,Sansevieria_trifasciata,Liliopsida,Asparagales
ONBE,Eriospermum_lancifolia,Liliopsida,Asparagales
PLBZ,Chlorogalum_pomeridianum,Liliopsida,Asparagales
PRFO,Agapanthus_africanus,Liliopsida,Asparagales
RCUX,Maianthemum_sp.,Liliopsida,Asparagales
RDYY,Cyanastrum_cordifolium,Liliopsida,Asparagales
RQZP,Nolina_bigelovii,Liliopsida,Asparagales
SART,Xeronema_callistemon,Liliopsida,Asparagales
SVTS,Drimia_altissima,Liliopsida,Asparagales
TCYS,Peliosanthes_minor,Liliopsida,Asparagales
THDM,Vanilla_planifolia,Liliopsida,Asparagales
TRRQ,Narcissus_viridiflorus,Liliopsida,Asparagales
UZXL,Disporopsis_pernyi,Liliopsida,Asparagales
VTUS,Goodyera_pubescens,Liliopsida,Asparagales
WTDE,Johnsonia_pubescens,Liliopsida,Asparagales
XFJG,Maianthemum_canadense,Liliopsida,Asparagales
XZME,Drakaea_elastica,Liliopsida,Asparagales
YBML,Yucca_brevifolia,Liliopsida,Asparagales
YJUG,Curculigo_sp.,Liliopsida,Asparagales
ZKPF,Traubia_modesta,Liliopsida,Asparagales
OCWZ,Dioscorea_villosa,Liliopsida,Dioscoreales
AFLV,Xerophyllum_asphodeloides,Liliopsida,Liliales
GDKK,Gloriosa_superba,Liliopsida,Liliales
MWYQ,Smilax_bona-nox,Liliopsida,Liliales
NHIX,Colchicum_autumnale,Liliopsida,Liliales
OOSO,Helonias_bullata,Liliopsida,Liliales
QNPH,Colchicum_autumnale,Liliopsida,Liliales
THEW,Lilium_sargentiae,Liliopsida,Liliales
DGXS,Freycinetia_multiflora,Liliopsida,Pandanales
QOXT,Xerophyta_villosa,Liliopsida,Pandanales
SILJ,Talbotia_elegans,Liliopsida,Pandanales
VBHQ,Stemona_tuberosa,Liliopsida,Pandanales
VVVV,Ludovia_sp.,Liliopsida,Pandanales
Elagu_v2.0,Elaeis_guineensis,Liliopsida/Commelinids,Arecales
HWUP,Sabal_bermudana,Liliopsida/Commelinids,Arecales
HXJE,Serenoa_repens,Liliopsida/Commelinids,Arecales
NSPR,Nypa_fruticans,Liliopsida/Commelinids,Arecales
BPKH,Neurachne_annularis,Liliopsida/Commelinids,Poales
BRUD,Typha_latifolia,Liliopsida/Commelinids,Poales
BSTR,Chondropetalum_tectorum,Liliopsida/Commelinids,Poales
BXAY,Neurachne_minor,Liliopsida/Commelinids,Poales
BYPY,Brocchinia_reducta,Liliopsida/Commelinids,Poales
CIEA,Juncus_inflexus,Liliopsida/Commelinids,Poales
EFCZ,Eleusine_coracana,Liliopsida/Commelinids,Poales
HATH,Aristida_stricta,Liliopsida/Commelinids,Poales
IADP,Deschampsia_cespitosa,Liliopsida/Commelinids,Poales
NNOK,Neurachne_tenuifolia,Liliopsida/Commelinids,Poales
PPQR,Typha_angustifolia,Liliopsida/Commelinids,Poales
PWSG,Cyperus_papyrus,Liliopsida/Commelinids,Poales
RCAH,Uniola_paniculata,Liliopsida/Commelinids,Poales
RMVB,Avena_fatua,Liliopsida/Commelinids,Poales
ROEI,Cymbopogon_nardus,Liliopsida/Commelinids,Poales
SOHV,Panicum_miliaceum,Liliopsida/Commelinids,Poales
VQYB,Neurachne_lanigera,Liliopsida/Commelinids,Poales
WBIB,Lepidosperma_gibsonii,Liliopsida/Commelinids,Poales
WCOR,Thyridolepis_multiculmis,Liliopsida/Commelinids,Poales
WXNT,Joinvillea_ascendens,Liliopsida/Commelinids,Poales
XBKS,Thyridolepis_mitchelliana,Liliopsida/Commelinids,Poales
XPAF,Mapania_palustris,Liliopsida/Commelinids,Poales
XUAB,Paraneurachne_muelleri,Liliopsida/Commelinids,Poales
YLWW,Uniola_paniculata,Liliopsida/Commelinids,Poales
YPIC,Microstegium_vimineum,Liliopsida/Commelinids,Poales
YXNR,Triodia_aff._bynoei,Liliopsida/Commelinids,Poales
ZENX,Neurachne_alopecuroidea,Liliopsida/Commelinids,Poales
ZMGN,Neurachne_munroi,Liliopsida/Commelinids,Poales
Orysa_v7.0,Oryza_sativa,Liliopsida/Commelinids,Poales
Sorbi_v2.1,Sorghum_bicolor,Liliopsida/Commelinids,Poales
BDJQ,Zingiber_officinale,Liliopsida/Commelinids,Zingiberales
JNUB,Maranta_leuconeura,Liliopsida/Commelinids,Zingiberales
LEMW,Curcuma_longa,Liliopsida/Commelinids,Zingiberales
LSKK,Orchidantha_maxillarioides,Liliopsida/Commelinids,Zingiberales
TZNS,Canna_sp.,Liliopsida/Commelinids,Zingiberales
UOEL,Strelitzia_reginae,Liliopsida/Commelinids,Zingiberales
XHHU,Heliconia_sp.,Liliopsida/Commelinids,Zingiberales
Musac_v1.0,Musa_acuminata,Liliopsida/Commelinids,Zingiberales
SJEV,Canella_winterana,Magnoliids,Canellales
WKSU,Drimys_winteri,Magnoliids,Canellales
ABSS,Sassafras_albidum,Magnoliids,Laurales
BCGB,Cinnamomum_camphora,Magnoliids,Laurales
BSVG,Gyrocarpus_americanus,Magnoliids,Laurales
FALI,Calycanthus_floridus,Magnoliids,Laurales
KAYP,Lindera_benzoin,Magnoliids,Laurales
KRJP,Peumus_boldus,Magnoliids,Laurales
MAQO,Gomortega_keule,Magnoliids,Laurales
VYLQ,Cassytha_filiformis,Magnoliids,Laurales
WAIL,Laurelia_sempervirens,Magnoliids,Laurales
WIGA,Persea_borbonia,Magnoliids,Laurales
WPHN,Idiospermum_australiense,Magnoliids,Laurales
DHPO,Eupomatia_bennettii,Magnoliids,Magnoliales
OBPL,Myristica_fragrans,Magnoliids,Magnoliales
PSJT,Uvaria_microcarpa,Magnoliids,Magnoliales
WBOD,Magnolia_grandiflora,Magnoliids,Magnoliales
XQWC,Michelia_maudiae,Magnoliids,Magnoliales
YZRI,Annona_muricata,Magnoliids,Magnoliales
CSSK,Houttuynia_cordata,Magnoliids,Piperales
MUNP,Piper_auritum,Magnoliids,Piperales
OPDF,Saururus_cernuus,Magnoliids,Piperales
PAWA,Aristolochia_elegans,Magnoliids,Piperales
QDVW,Saruma_henryi,Magnoliids,Piperales
XSZI,Peperomia_fraseri,Magnoliids,Piperales
OSHQ,Sarcandra_glabra,Chloranthales,Chloranthales
WZFE,Ascarina_rubricaulis,Chloranthales,Chloranthales
Aquco_v1.1,Aquilegia_coerulea,Eudicots,Ranunculales
AUGV,Capnoides_sempervirens,Eudicots,Ranunculales
BEKN,Papaver_rhoeas,Eudicots,Ranunculales
CCID,Akebia_trifoliata,Eudicots,Ranunculales
EVOD,Eschscholzia_californica,Eudicots,Ranunculales
GBVZ,Thalictrum_thalictroides,Eudicots,Ranunculales
IRAF,Argemone_mexicana,Eudicots,Ranunculales
NMGG,Hypecoum_procumbens,Eudicots,Ranunculales
QCOU,Papaver_setigerum,Eudicots,Ranunculales
QTJY,Euptelea_pleiosperma,Eudicots,Ranunculales
RQNK,Papaver_somniferum,Eudicots,Ranunculales
SSDU,Papaver_bracteatum,Eudicots,Ranunculales
UDHA,Ceratocapnos_vesicaria,Eudicots,Ranunculales
UPOG,Anemone_pulsatilla,Eudicots,Ranunculales
